ID,Comment,Sentiment
459,"Duket se, aktiviteti ishte i dobishëm dhe argëtues.",1
460,Infrastruktura është në gjendje të mjerueshme.,0
461,Produkti u prishte brenda javës së parë.,0
462,Nuk do ta rekomandoj askujt këtë vend.,0
463,Mbështetja teknike ishte e shpejtë dhe efektive.,1
464,Ky produkt ka ndryshuar jetën time përditë.,1
465,Vendimi solli pasoja negative për të gjithë.,0
466,Shërbimi i klientit u përgjigj menjëherë.,1
467,"Duket se, nuk do ta rekomandoj askujt këtë vend.",0
468,Nuk ka ndryshime të mëdha të raportuara.,0/1
469,Faqja e internetit është e lehtë për t'u përdorur.,1
470,Komentët e qytetarëve janë të ndryshme.,0/1
471,Dizajni është elegant dhe modern.,1
472,"Mendoj se, do ta rekomandoj tek të gjithë miqtë e mi.",1
473,Opinionet e njerëzve ndahen rreth kësaj çështjeje.,0/1
474,Ishte humbje e parave dhe kohës.,0
475,Ishte humbje e parave dhe kohës.,0
476,"Duket se, stafi ishte i pasjellshëm dhe i pakujdesshëm.",0
477,Filmi ishte emocionues dhe interesant.,1
478,Ushqimi ishte i shijshëm dhe i freskët.,1
479,"Dje, ky raportim është skandaloz.",0
480,Produkti u prishte brenda javës së parë.,0
481,"Mendoj se, shërbimi i klientit u përgjigj menjëherë.",1
482,Projekti ka sjellë ndryshime pozitive.,1
483,Çështja është komplekse dhe kërkon analizë të mëtejshme.,0/1
484,"Vitin e kaluar, lajmi ishte i pasaktë dhe mashtrues.",0
485,Diskutimi ishte i hapur pa një konkluzion të qartë.,0/1
486,Ky problem nuk është adresuar fare.,0
487,Aktiviteti ishte i dobishëm dhe argëtues.,1
488,Trajnimi i ndihmoi shumë punonjësit.,1
489,"Mendoj se, nuk po shihet asnjë zgjidhje afër.",0
490,Stafi ishte shumë miqësor dhe profesional.,1
491,U zhgënjeva shumë me blerjen time.,0
492,Kjo ngjarje ka lënë pasoja të rënda.,0
493,"Këtë muaj, filmi ishte emocionues dhe interesant.",1
494,Faqja e internetit kishte shumë probleme teknike.,0
495,Çmimi është i pranueshëm por mund të ishte më i mirë.,0/1
496,Ky institucion ka humbur besueshmërinë.,0
497,Ky vendim është i drejtë dhe i mençur.,1
498,"Nga ajo çfarë pashë, gazetaria e keqe dëmton shoqërinë.",0
499,Palët e ndryshme kanë qëndrime të ndryshme.,0/1
500,Lajmi raporton ngjarjen pa koment.,0/1
501,Shërbimi plotëson kërkesat minimale.,0/1
502,Festivali solli gëzim për të gjithë.,1
503,"Këtë muaj, paketa ishte e dëmtuar kur arriti.",0
504,Informacioni i disponueshëm është i kufizuar.,0/1
505,"Siç duket, palët e ndryshme kanë qëndrime të ndryshme.",0/1
506,"Vitin e kaluar, restoranti ka atmosferë shumë të këndshme.",1
507,Menaxhimi i situatës ishte katastrofik.,0
508,"Këtë muaj, palët e ndryshme kanë qëndrime të ndryshme.",0/1
509,Problemi vazhdon pa u zgjidhur.,0
510,Do ta rekomandoj tek të gjithë miqtë e mi.,1
511,Situata është alarmante dhe shqetësuese.,0
512,Jam shumë i kënaqur me blerjen time.,1
513,"Këtë muaj, performanca është e shkëlqyer edhe pas muajsh.",1
514,Mund të ketë prodhime që i pershtateshin me mire nevojes.,0/1
515,Kuzhinieri ka talent të jashtëzakonshëm.,1
516,Nuk do ta rekomandoj askujt këtë vend.,0
517,Informacioni i dhënë ishte i pasaktë.,0
518,"Vitin e kaluar, aktiviteti u realizua si i planifikuar.",0/1
519,Klienti u trajtua me respekt dhe kujdes.,1
520,Cilësia korrespondon me çmimin e paguar.,0/1
521,"Kohët e fundit, filmi ishte emocionues dhe interesant.",1
522,Ekipi i mbështetjes ishte shumë ndihmues.,1
523,"Stafi ishte normal, as miqësor as i ftohtë.",0/1
524,"Vitin e kaluar, dorëzimi u vonua shumë pa arsye.",0
525,Produkti është saktësisht siç duket në foto.,1
526,E lexova të gjithë artikullin me kënaqësi.,1
527,Opinionet e njerëzve ndahen rreth kësaj çështjeje.,0/1
528,"Shërbimi ishte fantastik, do të kthehem përsëri!",1
529,Mund të ketë prodhime që i pershtateshin me mire nevojes.,0/1
530,U ndjeva i mashtruar nga ky shërbim.,0
531,Stafi ishte shumë miqësor dhe profesional.,1
532,"Kohët e fundit, problemi vazhdon pa u zgjidhur.",0
533,Ekipi tregoi profesionalizëm të lartë.,1
534,Pritja ishte e gjatë dhe e padurueshme.,0
535,Cilësia tejkalon çmimin e paguar.,1
536,Jam shumë i kënaqur me blerjen time.,1
537,Raporti përfshin të dhëna nga burime të ndryshme.,0/1
538,"Sipas raporteve, stafi ishte i pasjellshëm dhe i pakujdesshëm.",0
539,Studimi tregon rezultate të ndryshme.,0/1
540,"Dje, kjo praktikë është e papranueshme.",0
541,"Kohët e fundit, shërbimi i klientit u përgjigj menjëherë.",1
542,Problemi vazhdon pa u zgjidhur.,0
543,Nuk po shihet asnjë zgjidhje afër.,0
544,Ishte humbje e parave dhe kohës.,0
545,Reportazhi ishte shumë profesional.,1
546,Ekspertët kanë mendime të ndryshme mbi temën.,0/1
547,Kompania nuk mori asnjë masë korrektuese.,0
548,Ndërtesa e re është e bukur dhe funksionale.,1
549,Materiali është i cilësisë së lartë.,1
550,Kurrë më nuk do të blej nga ky dyqan.,0
551,Ky produkt ka ndryshuar jetën time përditë.,1
552,Produkti është saktësisht siç duket në foto.,1
553,Bashkëpunimi ishte shumë i vështirë.,0
554,Humbja e parave ishte e pafalshme.,0
555,Kjo ngjarje ka lënë pasoja të rënda.,0
556,"Mendoj se, mbështetja teknike ishte e shpejtë dhe efektive.",1
557,Cilësia ishte shumë nën pritjet e mia.,0
558,U ndjeva i mashtruar nga ky shërbim.,0
559,Humbja e parave ishte e pafalshme.,0
560,Situata nuk ka ndryshuar ndjeshëm muajt e fundit.,0/1
561,Stafi ishte i pasjellshëm dhe i pakujdesshëm.,0
562,"Kohët e fundit, njerëzit po vuajnë nga kjo politikë.",0
563,Ky shërbim publik ka dështuar plotësisht.,0
564,Artikulli ishte i shkruar mirë dhe qartë.,1
565,"Besoj se, produkti ishte i falsifikuar dhe i rrezikshëm.",0
566,"Nga ajo çfarë pashë, stafi ishte i pasjellshëm dhe i pakujdesshëm.",0
567,Ekipi tregoi profesionalizëm të lartë.,1
568,Puna e tyre ka lënë gjurmë pozitive.,1
569,Do të kërkoj rimbursim për këtë produkt.,0
570,Produkti arriti saktësisht siç u përshkrua.,1
571,Kjo kompani meriton gjithë lavdërimet.,1
572,"Nga ajo çfarë pashë, njerëzit po vuajnë nga kjo politikë.",0
573,"Mendoj se, produkti është i bukur dhe funksional.",1
574,Informacioni i dhënë ishte i pasaktë.,0
575,Ndihma nga komuniteti ishte e mrekullueshme.,1
576,"Këtë muaj, shërbimi ishte shumë i dobët dhe i pakujdesshëm.",0
577,Ky problem nuk është adresuar fare.,0
578,Performanca është e shkëlqyer edhe pas muajsh.,1
579,Trajnimi i ndihmoi shumë punonjësit.,1
580,"Besoj se, filmi ishte emocionues dhe interesant.",1
581,Cilësia e produktit është e shkëlqyer.,1
582,Ndërtesa e re është e bukur dhe funksionale.,1
583,Kompania nuk mori asnjë masë korrektuese.,0
584,"Nga përvoja ime, problemi vazhdon pa u zgjidhur.",0
585,"Dje, ky institucion ka humbur besueshmërinë.",0
586,Jam absolutisht i entuziazmuar me rezultatin.,1
587,Puna e tyre ka lënë gjurmë pozitive.,1
588,"Mendoj se, rekomandoj fuqishëm këtë dyqan.",1
589,"Duket se, ngjarja la kujtime të paharrueshme.",1
590,"Javën e kaluar, shërbimi i klientit u përgjigj menjëherë.",1
591,Lajmet e fundit janë shumë informuese.,1
592,"Duket se, paketa ishte e dëmtuar kur arriti.",0
593,Punonjësit nuk janë të trajnuar mirë.,0
594,Shkeljet e rregullave janë të shumta.,0
595,Situata nuk ka ndryshuar ndjeshëm muajt e fundit.,0/1
596,"Dje, procesi po vazhdon sipas planit.",0/1
597,Situata është alarmante dhe shqetësuese.,0
598,Mungonte plotësisht transparenca.,0
599,"Vitin e kaluar, çmimi ishte i drejtë dhe transparent.",1
600,Kam blerë produktin dhe po e vlerësoj akoma.,0/1
601,"Stafi ishte normal, as miqësor as i ftohtë.",0/1
602,Punonjësit nuk janë të trajnuar mirë.,0
603,Çmimi është i pranueshëm por mund të ishte më i mirë.,0/1
604,Ky vendim ka efekte pozitive dhe negative.,0/1
605,Nuk do ta rekomandoj askujt këtë vend.,0
606,Aktiviteti ishte i organizuar keq.,0
607,"Besoj se, lajmet e fundit janë shumë informuese.",1
608,Kjo praktikë është e papranueshme.,0
609,Ky institucion ka humbur besueshmërinë.,0
610,Shërbimi tejkaloi të gjitha pritshmëritë e mia.,1
611,U zhgënjeva shumë me blerjen time.,0
612,Shërbimi i klientit nuk u përgjigj fare.,0
613,Garancia nuk u respektua fare.,0
614,Nuk do ta rekomandoj askujt këtë vend.,0
615,Procesi i kthimit ishte shumë i komplikuar.,0
616,"Besoj se, ky produkt është investimi më i mirë që kam bërë.",1
617,Diskutimi ishte i hapur pa një konkluzion të qartë.,0/1
618,Bashkëpunimi ishte shumë i vështirë.,0
619,"Mendoj se, vendimi solli pasoja negative për të gjithë.",0
620,"Kohët e fundit, ky institucion ka humbur besueshmërinë.",0
621,Reportazhi ishte shumë profesional.,1
622,"Javën e kaluar, nuk mund të besoj se publikuan diçka të tillë.",0
623,Ky vendim është i drejtë dhe i mençur.,1
624,Kuzhinieri ka talent të jashtëzakonshëm.,1
625,Çmimi është i pranueshëm por mund të ishte më i mirë.,0/1
626,"Siç duket, situata nuk ka ndryshuar ndjeshëm muajt e fundit.",0/1
627,Artikulli ishte i shkruar mirë dhe qartë.,1
628,Artikulli kishte shumë gabime faktike.,0
629,Libri është ndër më të mirët që kam lexuar.,1
630,Klienti u trajtua me respekt dhe kujdes.,1
631,"Këtë muaj, shkeljet e rregullave janë të shumta.",0
632,Aplikacioni është intuitiv dhe i shpejtë.,1
633,Klienti u trajtua me respekt dhe kujdes.,1
634,Trajnimi i ndihmoi shumë punonjësit.,1
635,Lajmi ishte i pasaktë dhe mashtrues.,0
636,Mund të ketë prodhime që i pershtateshin me mire nevojes.,0/1
637,Funksionet janë saktësisht ato që kishim nevojë.,1
638,Cilësia ishte shumë nën pritjet e mia.,0
639,Problemi nuk u zgjidh as pas javësh.,0
640,Njerëzit po vuajnë nga kjo politikë.,0
641,"Këtë muaj, skandali ka dëmtuar besimin e publikut.",0
642,Situata mbetet e njëjtë si javën e kaluar.,0/1
643,Jam i zemëruar me trajtimin që mora.,0
644,Faqja e internetit është e lehtë për t'u përdorur.,1
645,Ky produkt ka ndryshuar jetën time përditë.,1
646,"Kohët e fundit, procesi i kthimit ishte shumë i komplikuar.",0
647,Shërbimi plotëson kërkesat minimale.,0/1
648,Aplikacioni është intuitiv dhe i shpejtë.,1
649,"Këtë muaj, faqja e internetit është e lehtë për t'u përdorur.",1
650,Politika është ende nën debat.,0/1
651,"Kohët e fundit, humbja e parave ishte e pafalshme.",0
652,"Siç duket, ekipi i mbështetjes ishte shumë ndihmues.",1
653,"Sipas raporteve, cilësia ka rënë dramatikisht vitet e fundit.",0
654,Dorëzimi u vonua shumë pa arsye.,0
655,Procesi i kthimit ishte shumë i komplikuar.,0
656,"Siç duket, filmi ishte emocionues dhe interesant.",1
657,Faqja e internetit është e lehtë për t'u përdorur.,1
658,Ushqimi ishte i shijshëm dhe i freskët.,1
659,Asnjëherë nuk do ta blej sërish.,0
660,"Siç duket, aplikacioni është intuitiv dhe i shpejtë.",1
661,Ngjarjet janë zhvilluar normalisht pa incidente.,0/1
662,Do ta rekomandoj tek të gjithë miqtë e mi.,1
663,Cilësia ishte shumë nën pritjet e mia.,0
664,"Vitin e kaluar, bashkëpunimi ishte shumë i vështirë.",0
665,Informacioni ishte i vjetëruar dhe i rremë.,0
666,Faqja kishte shumë gabime teknike.,0
667,Kam blerë produktin dhe po e vlerësoj akoma.,0/1
668,Çmimi është i pranueshëm por mund të ishte më i mirë.,0/1
669,Informacioni ishte i saktë dhe i besueshëm.,1
670,Puna e tyre ka lënë gjurmë pozitive.,1
671,Komentët e qytetarëve janë të ndryshme.,0/1
672,Gazetari ka bërë punë të shkëlqyer.,1
673,Dorëzimi ishte në kohë por paketa nuk ishte ideale.,0/1
674,Ekipi i mbështetjes ishte shumë ndihmues.,1
675,Produkti ishte i falsifikuar dhe i rrezikshëm.,0
676,Çështja është nën shqyrtim dhe do të vendoset.,0/1
677,Performanca është e shkëlqyer edhe pas muajsh.,1
678,Njerëzit po vuajnë nga kjo politikë.,0
679,Do të kërkoj rimbursim për këtë produkt.,0
680,Situata është e ndërlikuar dhe ka shumë aspekte.,0/1
681,Faqja e internetit është e lehtë për t'u përdorur.,1
682,Çmimi ishte i drejtë dhe transparent.,1
683,Kjo praktikë është e papranueshme.,0
684,Filmi ishte emocionues dhe interesant.,1
685,"Mendoj se, produkti nuk përputhej me përshkrimin.",0
686,Dëmtimi i imazhit është i rëndë.,0
687,"Nga përvoja ime, stafi ishte i pasjellshëm dhe i pakujdesshëm.",0
688,"Dje, kjo praktikë është e papranueshme.",0
689,Libri është ndër më të mirët që kam lexuar.,1
690,Çmimi është i pranueshëm por mund të ishte më i mirë.,0/1
691,Skandali ka dëmtuar imazhin e kompanisë.,0
692,Faqja e internetit kishte shumë probleme teknike.,0
693,"Dje, suksesi i tyre është i merituar plotësisht.",1
694,Artikulli ishte i shkruar mirë dhe qartë.,1
695,Ekipi i mbështetjes ishte shumë ndihmues.,1
696,"Nga përvoja ime, çmimi ishte i drejtë dhe transparent.",1
697,"Javën e kaluar, dizajni është elegant dhe modern.",1
698,"Besoj se, pritet një vendim zyrtar brenda javëve.",0/1
699,Kurrë më nuk do të blej nga ky dyqan.,0
700,Procesi po vazhdon sipas planit.,0/1
701,Drejtimi i çështjes ishte skandaloz.,0
702,E bleva dhe nuk pendohem aspak.,1
703,Situata është e ndërlikuar dhe ka shumë aspekte.,0/1
704,Problemi nuk u zgjidh as pas javësh.,0
705,Rezultatet ishin shumë nën pritshmëritë.,0
706,Mësimi ishte shumë frytdhënës.,1
707,Mund të ketë prodhime që i pershtateshin me mire nevojes.,0/1
708,Puna e tyre ka lënë gjurmë pozitive.,1
709,Faqja kishte shumë gabime teknike.,0
710,"Vitin e kaluar, paketa ishte e dëmtuar kur arriti.",0
711,Shkeljet e rregullave janë të shumta.,0
712,Stafi nuk dinte asgjë rreth produktit.,0
713,Ky raportim është skandaloz.,0
714,Mbështetja teknike ishte e shpejtë dhe efektive.,1
715,Ekipi i mbështetjes ishte shumë ndihmues.,1
716,E bleva dhe nuk pendohem aspak.,1
717,Ngjarjen nuk e organizuan siç duhet.,0
718,Kjo ngjarje ka lënë pasoja të rënda.,0
719,"Kohët e fundit, suksesi i tyre është i merituar plotësisht.",1
720,Kurrë më nuk do të blej nga ky dyqan.,0
721,"Nga përvoja ime, materiali është i cilësisë së lartë.",1
722,Aktiviteti ishte i organizuar keq.,0
723,"Mendoj se, stafi ishte i pasjellshëm dhe i pakujdesshëm.",0
724,Menaxhimi i situatës ishte katastrofik.,0
725,Kompania nuk mori asnjë masë korrektuese.,0
726,Kuzhinieri ka talent të jashtëzakonshëm.,1
727,Shërbimi plotëson kërkesat minimale.,0/1
728,Informacioni i disponueshëm është i kufizuar.,0/1
729,"Siç duket, shërbimi ndaj klientit ishte i jashtëzakonshëm.",1
730,Lajmi u publikua pa u verifikuar.,0
731,Ndërtesa e re është e bukur dhe funksionale.,1
732,"Vitin e kaluar, informacioni i disponueshëm është i kufizuar.",0/1
733,Cilësia ishte shumë nën pritjet e mia.,0
734,Njerëzit po vuajnë nga kjo politikë.,0
735,Produkti arriti saktësisht siç u përshkrua.,1
736,"Javën e kaluar, ekipi tregoi profesionalizëm të lartë.",1
737,Ka argumente nga të dyja anët e çështjes.,0/1
738,E bleva dhe nuk pendohem aspak.,1
739,Problem i njëjtë tashmë herën e tretë.,0
740,Kurrë më nuk do të blej nga ky dyqan.,0
741,"Vitin e kaluar, rezultatet ishin shumë nën pritshmëritë.",0
742,Kjo politikë do të ndihmojë shumë njerëz.,1
743,Shërbimi plotëson kërkesat minimale.,0/1
744,Cilësia tejkalon çmimin e paguar.,1
745,Palët e ndryshme kanë qëndrime të ndryshme.,0/1
746,"Nga ajo çfarë pashë, jam absolutisht i entuziazmuar me rezultatin.",1
747,"Nga ajo çfarë pashë, kjo politikë do të ndihmojë shumë njerëz.",1
748,Vendimi ishte i gabuar dhe i dëmshëm.,0
749,"Dje, problemi nuk u zgjidh as pas javësh.",0
750,Festivali solli gëzim për të gjithë.,1
751,"Nga ajo çfarë pashë, shërbimi i klientit u përgjigj menjëherë.",1
752,"Javën e kaluar, çmimi është shumë i lartë për cilësinë.",0
753,Pritja ishte e gjatë dhe e padurueshme.,0
754,"Nga përvoja ime, ngjarja la kujtime të paharrueshme.",1
755,Ky produkt është investimi më i mirë që kam bërë.,1
756,Situata është alarmante dhe shqetësuese.,0
757,Dëmtimi i imazhit është i rëndë.,0
758,Situata është alarmante dhe shqetësuese.,0
759,Koncerti ishte i mrekullueshëm.,1
760,Zhvillimet janë nën monitorim të vazhdueshëm.,0/1
761,"Shërbimi ishte mesatar, jo shumë i mirë dhe jo i keq.",0/1
762,Ky lajm më bëri të ndihem mirë.,1
763,Artikulli kishte shumë gabime faktike.,0
764,"Mendoj se, produkti u prishte brenda javës së parë.",0
765,"Sipas raporteve, jam i mahnitur me shpejtësinë e dorëzimit.",1
766,Materiali është i cilësisë së lartë.,1
767,Mbështetja teknike ishte e shpejtë dhe efektive.,1
768,Dorëzimi ishte në kohë por paketa nuk ishte ideale.,0/1
769,Problemi vazhdon pa u zgjidhur.,0
770,Produkti u prishte brenda javës së parë.,0
771,Restoranti ka atmosferë shumë të këndshme.,1
772,Bashkëpunimi ishte shumë produktiv.,1
773,Kjo nismë është e mrekullueshme për qytetin tonë.,1
774,Progresi i arritur është vërtet i jashtëzakonshëm.,1
775,Informacioni i dhënë ishte i pasaktë.,0
776,Suksesi i tyre është i merituar plotësisht.,1
777,Drejtimi i çështjes ishte skandaloz.,0
778,Situata mbetet e njëjtë si javën e kaluar.,0/1
779,"Besoj se, takimi solli pikëpamje të ndryshme.",0/1
780,Klienti u trajtua me respekt dhe kujdes.,1
781,"Nga ajo çfarë pashë, kjo situatë është jashtëzakonisht e rëndë.",0
782,"Nga përvoja ime, rezultatet janë vërtet mbresëlënëse.",1
783,"Mendoj se, rezultatet ishin shumë nën pritshmëritë.",0
784,Opinionet e njerëzve ndahen rreth kësaj çështjeje.,0/1
785,Shërbimi tejkaloi të gjitha pritshmëritë e mia.,1
786,"Nga ajo çfarë pashë, faqja e internetit kishte shumë probleme teknike.",0
787,Lajmi raporton ngjarjen pa koment.,0/1
788,Shërbimi plotëson kërkesat minimale.,0/1
789,Kjo politikë do të ndihmojë shumë njerëz.,1
790,Kurrë më nuk do të blej nga ky dyqan.,0
791,Dorëzimi ishte i shpejtë dhe i sigurt.,1
792,Lajmet e fundit janë shumë informuese.,1
793,Ky produkt është investimi më i mirë që kam bërë.,1
794,Ky vendim është i drejtë dhe i mençur.,1
795,Cilësia tejkalon çmimin e paguar.,1
796,"Përvojë shumë pozitive, do të kthehem.",1
797,Problem i njëjtë tashmë herën e tretë.,0
798,Mbështetja teknike ishte e shpejtë dhe efektive.,1
